PMID	PubDate	Species
23356403	2013 Jan 28	Rat
23340819	2013 Mar	Rat
23340211	2013 Mar	Rat
23339021	2013 Sep	Rat
23338062	2013 Jan	Rat
23335181	2013 Jun	Rat
23334238	2013 Mar	Rat
23326413	2013	Rat
23323719	2013	Rat
23297162	2013 Mar	Rat
23296253	2013 Mar	Rat
23291609	2013 Apr	Rat
23287799	2013 Feb	Rat
23274676	2013 Apr	Rat
23273362	2013 Jan	Rat
23263781	2013 May	Rat
23233270	2013 Mar	Rat
23227940	2012 Dec 10	Rat
23218603	2013 Jan 1	Rat
23186943	2013 Feb	Rat
23174992	2012 Dec 21	Rat
23164158	2013 Apr	Rat
23156970	2012 Oct	Rat
23134577	2012 Nov 7	Rat
23124986	2013 Mar	Rat
23123358	2013 Feb	Rat
23123261	2013 Jan 9	Rat
23118784	2012	Rat
23116713	2013 Feb	Rat
23107483	2012 Dec 15	Rat
23070996	2013 May	Rat
23041435	2013 Jan	Rat
23020698	2013	Rat
23015356	2012 Sep	Rat
23011466	2013 Jan	Rat
22996566	2013 Jan	Rat
22995397	2012 Nov 15	Rat
22985876	2012 Dec 18	Rat
22984604	2012	Rat
22982723	2012 Sep	Rat
22982372	2013 Jan 1	Rat
22967750	2012 Sep 28	Rat
22966427	2012	Rat
22965193	2013 Mar	Rat
22961089	2013 May	Rat
22956865	2012	Rat
22949956	2012 Sep	Rat
22925727	2012 Oct 15	Rat
22920092	2013 May	Rat
22909215	2012 Aug 21	Rat
22908007	2012	Rat
22891645	2012 Aug 23	Rat
22890187	2012 Nov	Rat
22890185	2012 Nov	Rat
22888368	2012	Rat
22828992	2012 Jul 24	Rat
22825254	2012 Oct	Rat
22821055	2013 Mar	Rat
22820731	2012 Sep	Rat
22820498	2012 Nov	Rat
22818981	2012 Oct	Rat
22798269	2013 May	Rat
22790657	2013 Sep	Rat
22785367	2012	Rat
22775466	2012 Jun-Jul	Rat
22769424	2012 Jul 8	Rat
22758598	2012 Oct	Rat
22752510	2012 Aug	Rat
22750747	2012 Oct	Rat
22742641	2012 Jul 26	Rat
22736200	2012 Oct	Rat
22734248	2012 Jun	Rat
22726638	2012 Dec	Rat
22713471	2012 Jul 6	Rat
22704650	2012 Aug	Rat
22670655	2012	Rat
22659637	2012	Rat
22648246	2012 Jun	Rat
22642304	2012 Jul 2	Rat
22613702	2012 Sep	Rat
22611500	2012	Rat
22609837	2012 Jul	Rat
22609478	2012 Aug	Rat
22608545	2012 Nov	Rat
22608295	2012 Jun 15	Rat
22606297	2012	Rat
22579916	2012 Aug	Rat
22579856	2012 Jun 21	Rat
22571260	2012 Jun	Rat
22534688	2013 Mar	Rat
22531460	2012 Jul	Rat
22526371	2012 Aug	Rat
22517267	2012 Nov	Rat
22510443	2012 Apr 17	Rat
22508407	2012 Oct	Rat
22507670	2012 Apr 16	Rat
22507082	2012 Oct 9	Rat
22506885	2012 Jun	Rat
22504024	2012 Jun 5	Rat
22501024	2012 May 24	Rat
22498029	2012 Jul	Rat
22496430	2012 Apr	Rat
22474519	2012	Rat
22472698	2012 Nov	Rat
22470467	2012	Rat
22469847	2012 Jul	Rat
22445554	2013 Jan	Rat
22444025	2012 May	Rat
22440931	2012 Jun 15	Rat
22427270	2012 May	Rat
22426440	2012 Jun	Rat
22425884	2012 Jun	Rat
22414620	2012 Jul	Rat
22407503	2012 Sep	Rat
22396742	2012	Rat
22387095	2012 Apr	Rat
22384228	2012	Rat
22373734	2012 Apr	Rat
22370362	2012 Feb	Rat
22351096	2012	Rat
22344586	2012 May	Rat
22304985	2012 Feb 3	Rat
22294024	2012 Apr	Rat
22289897	2012 Apr	Rat
22285737	2012 Apr	Rat
22272053	2011 Jun	Rat
22271086	2012 Aug	Rat
22252645	2012	Rat
22244821	2012 Feb	Rat
22240637	2012 May	Rat
22240502	2012 May	Rat
22236584	2012 Jun	Rat
22231023	2012 Jun	Rat
22225591	2012 Jan 7	Rat
22189147	2012 Mar	Rat
22185204	2011	Rat
22175799	2012 Jan 26	Rat
22153941	2012 Jan 1	Rat
22141435	2012	Rat
22139679	2011 Nov	Rat
22127873	2012 Apr	Rat
22120701	2012 Jan	Rat
22102374	2012 Feb	Rat
22093915	2011 Nov 17	Rat
22053992	2012 Jan-Feb	Rat
22044919	2012 Jan 15	Rat
22037051	2012 Jan	Rat
22019508	2011 Dec 8	Rat
22018973	2012 Jan	Rat
22006252	2011 Nov	Rat
21991344	2011	Rat
21982494	2011 Nov 15	Rat
21953085	2011 Oct	Rat
21931681	2011	Rat
21930225	2011 Dec	Rat
21911068	2011 Nov	Rat
21884808	2011 Nov	Rat
21875676	2011 Nov	Rat
21874354	2011 Dec	Rat
21864409	2011 Aug 24	Rat
21863259	2011 Sep	Rat
21855139	2011 Dec	Rat
21853458	2012 Mar	Rat
21847664	2011 Dec	Rat
21820522	2011 Oct	Rat
21808097	2011 Jul	Rat
21802499	2011 Oct 13	Rat
21799685	2011	Rat
21796704	2012 Mar	Rat
21795829	2011 Oct 31	Rat
21782922	2011 Sep 2	Rat
21765617	2011	Rat
21762512	2011 Jul 15	Rat
21756207	2012 Feb	Rat
21745460	2011 Oct 1	Rat
21736716	2011 Jul 7	Rat
21720719	2011 Sep-Oct	Rat
21708001	2011 Jun 27	Rat
21691326	2011 Jun 21	Rat
21681568	2012 Aug	Rat
21679434	2011 Jun 16	Rat
21630246	2011 Jun	Rat
21620806	2011 Oct 15	Rat
21599960	2011 May 20	Rat
21575197	2011 May 16	Rat
21571082	2011 Aug	Rat
21559479	2011 Apr 29	Rat
21557731	2011 Sep	Rat
21538326	2011 Sep	Rat
21533617	2011 Dec	Rat
21520262	2011 Nov	Rat
21497277	2011 Mar	Rat
21484226	2011 Oct	Rat
21479939	2011 Aug	Rat
21466783	2011 Jun 1	Rat
21446028	2011 Sep	Rat
21437875	2011 Jul	Rat
21428299	2011 May 11	Rat
21406075	2011 Mar 15	Rat
21404022	2011 Dec	Rat
21398559	2011 Apr	Rat
21397669	2011 Jul 1	Rat
21387139	2011 Aug	Rat
21378032	2011 Mar	Rat
21352090	2011 May	Rat
21346391	2011	Rat
21327824	2011 Nov	Rat
21325780	2011	Rat
21273100	2011 Jul	Rat
21267711	2011 Mar	Rat
21251986	2011 Apr	Rat
21241772	2011 Apr 15	Rat
21216612	2011 Dec	Rat
21185649	2011 May	Rat
21175039	2010	Rat
21167838	2011 Feb 14	Rat
21163358	2011 Mar	Rat
21162957	2010 Nov	Rat
21147151	2011 Mar	Rat
21111752	2011 Jan	Rat
21108488	2011 Jun	Rat
21088145	2011 Mar	Rat
21073445	2011 May	Rat
21071480	2011 Mar	Rat
21069255	2011 Jan	Rat
21047496	2011 Jan 19	Rat
21041994	2010 Nov	Rat
20967483	2011 Oct	Rat
20953646	2011 Nov	Rat
20950722	2011 Mar 1	Rat
20946124	2011 Feb	Rat
20945906	2010 Nov 11	Rat
20945354	2011 May	Rat
20930333	2010	Rat
20879383	2010	Rat
20864020	2010 Oct	Rat
20863899	2010 Nov	Rat
20855557	2011 Jan	Rat
20851422	2011 Dec	Rat
20850574	2011 Feb	Rat
20815650	2010 Sep	Rat
20809138	2010 Nov	Rat
20738224	2010 Dec	Rat
20728870	2010 Nov	Rat
20727126	2010 Aug 20	Rat
20722027	2010 Dec	Rat
20722015	2010 Dec	Rat
20691059	2010 Aug 6	Rat
20675358	2010 Nov	Rat
20664951	2010 Sep	Rat
20664832	2010 Summer	Rat
20647497	2010 Oct	Rat
20646986	2010 Sep	Rat
20643199	2010 Sep 15	Rat
20633676	2010 Sep	Rat
20633675	2010 Oct	Rat
20621685	2010 Aug	Rat
20603097	2010 Nov 15	Rat
20594346	2010 Jul 1	Rat
22131742	2010 Jul	Rat
20556813	2010 Oct	Rat
20538089	2010 Sep 1	Rat
20534789	2010 Sep 1	Rat
20533290	2010 Sep	Rat
20525390	2010 Jun 5	Rat
20522967	2010	Rat
20510383	2010 Sep	Rat
20509748	2010 Aug	Rat
20506144	2010 Aug	Rat
20490805	2011 Dec	Rat
20488927	2010 Sep	Rat
20457212	2010 Sep 10	Rat
20434574	2010 Jul	Rat
20417294	2010 Aug	Rat
20309955	2010 Oct	Rat
20213810	2010 May	Rat
20206237	2010 May 19	Rat
20205719	2010 Mar 5	Rat
20191491	2010 Jan 15	Rat
20188111	2010 Mar 27	Rat
20171183	2010 Mar 19	Rat
20171072	2010 Apr	Rat
20158049	2009 Sep-Oct	Rat
20135673	2010 Aug	Rat
20133791	2010 Feb 9	Rat
20133709	2010 Feb 23	Rat
20131282	2010 May	Rat
20122723	2010 Apr	Rat
20121624	2010 Oct	Rat
20093129	2010 Feb 27	Rat
20091349	2010 May	Rat
22778804	2010 Jan 20	Rat
20077126	2010 Jul	Rat
20067770	2010 May 15	Rat
20067755	2010 Apr	Rat
20067413	2010	Rat
20060953	2010 Apr	Rat
20060728	2010 Feb	Rat
20060234	2010 Feb	Rat
26069535	2010 Jan	Rat
20034712	2011 Jan	Rat
20013164	2010 May	Rat
20005097	2010 Jan 15	Rat
19958520	2009 Dec 3	Rat
19934807	2009 Oct 1	Rat
19876764	2010 Oct	Rat
19833177	2010 Jan 29	Rat
19823173	2010 Jan	Rat
19822234	2010 Feb	Rat
19810106	2010 Mar	Rat
19802679	2009 Sep	Rat
19790062	2009 Oct	Rat
19790055	2009 Oct	Rat
19785765	2009 Sep 28	Rat
19767517	2009 Oct	Rat
19761884	2010 Jan	Rat
19745108	2009 Dec	Rat
19744590	2010 Jan	Rat
19725096	2010 Feb	Rat
19718808	2009 Mar-Apr	Rat
19716399	2009 Nov 13	Rat
19711077	2010 Jul	Rat
19684582	2009 Sep	Rat
19664204	2009 Aug 7	Rat
19655297	2010 Apr	Rat
19580807	2009 Sep 1	Rat
19565489	2009 Jul	Rat
19542681	2009 Jun	Rat
19513610	2009 Jun	Rat
19490965	2009 Nov	Rat
19490963	2009 Nov	Rat
19462990	2009 Jun 15	Rat
19457673	2009 Jul 1	Rat
19422229	2009 Jun 11	Rat
19409466	2009 Jul 6	Rat
19404941	2009 May	Rat
19379487	2009 Apr 20	Rat
19376109	2009 Jun 24	Rat
19350690	2009 Apr	Rat
19342682	2009 Apr 15	Rat
19332177	2009 Sep	Rat
19327154	2009	Rat
19298533	2009 Sep	Rat
19293161	2010 Feb	Rat
19248108	2009 Mar	Rat
19236380	2009 Apr	Rat
19233337	2009 Aug	Rat
19230856	2009 Jul	Rat
20377366	2009 Feb	Rat
19170094	2009 Aug	Rat
19147955	2008 Oct-Dec	Rat
19146971	2009 May	Rat
19146892	2009 Apr 2	Rat
19144181	2009	Rat
19135797	2009 Mar	Rat
23105805	2009 Jan	Rat
20527083	2009	Rat
20192600	2009	Rat
19116973	2009 Jan 15	Rat
19116905	2009 Jan	Rat
19114312	2009 Jun	Rat
19065031	2008	Rat
19063590	2009 Jan	Rat
19055838	2008 Dec 4	Rat
19052875	2009 Jan	Rat
19050895	2009 Jun	Rat
19035511	2008 Dec	Rat
19026578	2009 May	Rat
19010672	2009 Jan 1	Rat
19010066	2009 Jun	Rat
19001053	2009 Mar	Rat
18990590	2009 Apr	Rat
18978578	2008 Nov 1	Rat
18974001	2008 Dec 15	Rat
18955000	2009 Sep	Rat
18950940	2008 Dec	Rat
18836243	2008	Rat
18836236	2008	Rat
18820312	2008 Nov	Rat
18799089	2008 Jul-Aug	Rat
18791656	2009 Feb	Rat
18789727	2009 Mar	Rat
18789726	2009 Mar	Rat
18780763	2009 Jan	Rat
18759291	2008 Sep	Rat
18729392	2008 Sep	Rat
18699993	2008	Rat
18698490	2008 Sep	Rat
18680771	2008 Oct 21	Rat
18679006	2008 Aug	Rat
18655132	2009 Jan	Rat
18650131	2008 Oct	Rat
18637715	2009	Rat
18613981	2008 Jul 9	Rat
18595745	2009 Jan	Rat
18573668	2009 Jan	Rat
18556223	2008 Dec	Rat
18550523	2008 Aug 22	Rat
18548845	2008 Spring	Rat
18524010	2008 Dec	Rat
18523861	2008 Sep	Rat
18464888	2008 Apr	Rat
18457369	2008	Rat
18342549	2008 Sep	Rat
18314368	2008 Mar	Rat
18311796	2008 Mar	Rat
18287210	2008 May	Rat
18277430	2007 Oct	Rat
18268076	2008 May	Rat
18262804	2008 Aug	Rat
18251495	2008 Feb 28	Rat
18240240	2008 Feb	Rat
18237379	2008 Jan 31	Rat
18236017	2007 Dec	Rat
18234072	2008	Rat
18224353	2008 May	Rat
18203067	2007 Dec	Rat
18182309	2008 Jul	Rat
18172013	2008 Apr	Rat
18167200	2007 Dec 20	Rat
19478889	2008 Oct 24	Rat
18163511	2008 Jan	Rat
18160928	2007 Dec	Rat
18088507	2008 Jan	Rat
18077540	2008 Oct	Rat
18072397	2007 Jun	Rat
18060205	2007 Dec	Rat
18056042	2007 Nov	Rat
18031725	2008 Feb 2	Rat
17968906	2007 Nov	Rat
17947700	2007 Nov 1	Rat
17937475	2007 Nov	Rat
17920302	2008 Apr	Rat
17900933	2008 Apr	Rat
17875543	2007 Dec	Rat
17853445	2007 Dec	Rat
17852072	2008 Feb	Rat
17822719	2007 Aug 23	Rat
17723296	2007 Oct 1	Rat
17722484	2007 May-Jun	Rat
17698374	2008 Mar	Rat
17686636	2008 Feb	Rat
27518788	2007 Aug	Rat
17659886	2008 Jan	Rat
17646269	2007 Nov	Rat
17638573	2007 Nov	Rat
17631391	2008 Jan	Rat
17623656	2007 Sep 21	Rat
17590359	2007 Dec	Rat
17583780	2007 Aug-Sep	Rat
17562362	2007 Aug 15	Rat
17530714	2007 Jun	Rat
17500014	2007 Oct	Rat
17490897	2007 Oct	Rat
17466542	2007 Sep	Rat
17385335	2007 Feb	Rat
17382552	2007 Jan	Rat
17375206	2007 Feb 27	Rat
17359944	2007 May 7	Rat
17320132	2007 Apr 15	Rat
17312183	2007 Mar 1	Rat
17305324	2007 Mar 22	Rat
17284318	2007	Rat
17284317	2007	Rat
17276007	2007 Apr	Rat
17216398	2007 Aug	Rat
17198754	2007 Jun	Rat
17187753	2007 Feb 1	Rat
17185835	2006 Oct-Dec	Rat
17165036	2007 Jul	Rat
17157038	2007 May	Rat
17145758	2007 Feb 9	Rat
17140817	2007 May	Rat
17133593	2006 Dec	Rat
17126060	2006 Dec	Rat
17109745	2006	Rat
17094130	2007 Mar	Rat
17072445	2006 Oct	Rat
16995764	2006 Oct	Rat
16973887	2006 Dec	Rat
16959360	2006 Oct 10	Rat
16947773	2006 Sep	Rat
16927387	2007 Jan 1	Rat
16912431	2006	Rat
16912413	2006	Rat
16829766	2006 Aug	Rat
16819271	2006 Jul	Rat
21783692	2006 Jul	Rat
16797470	2006 Sep 15	Rat
16769229	2006 Oct	Rat
16768703	2006 May	Rat
16740398	2006 Nov	Rat
16731008	2006 Oct	Rat
16720253	2006 May	Rat
16690336	2007 Apr	Rat
16632350	2006 Jul 1	Rat
16616754	2006 Apr	Rat
16616417	2006 Jul	Rat
16612565	2006 Feb	Rat
16583446	2006 May	Rat
16581860	2006 Aug 1	Rat
16580849	2006 Aug	Rat
16580848	2006 Aug	Rat
16572453	2006 Apr	Rat
16564620	2006 Jul	Rat
16549372	2006 Aug	Rat
16514626	2006 Apr	Rat
16508959	2006 Mar	Rat
16500121	2006 Jul	Rat
16498013	2006 Mar	Rat
16463084	2006 May	Rat
16437200	2006 Sep	Rat
16433646	2006 Jan-Feb	Rat
16418777	2006 Feb	Rat
16394269	2006 Jan	Rat
16376111	2006 Apr	Rat
16365691	2006 Sep	Rat
16359876	2006 Apr	Rat
16355039	2006 Jan	Rat
25048871	2005 Dec	Rat
16297642	2006 Mar	Rat
16290189	2006 Mar	Rat
16275085	2006 Jan 15	Rat
16259722	2005	Rat
16255041	2005 Nov	Rat
16243547	2006 Feb	Rat
16234240	2005 Dec 16	Rat
16216515	2005 Dec 15	Rat
16185945	2006 Feb	Rat
16151643	2005 Oct	Rat
16122880	2005	Rat
16114085	2005 Jun	Rat
16093206	2005 May	Rat
16039054	2005 Nov 11	Rat
16036866	2005	Rat
15979014	2005 Jul	Rat
15967610	2005 Oct 3	Rat
15935401	2005 Jul 29	Rat
15922106	2005	Rat
15905105	2005 Dec	Rat
15896984	2005 Jul	Rat
15885477	2005 May	Rat
15883746	2005 Mar	Rat
15856277	2005 Mar	Rat
15837818	2005 Jul	Rat
15837310	2005 May 2	Rat
15820145	2005 May	Rat
15801027	2005 Apr	Rat
15784009	2005 Jul 15	Rat
15780646	2005 Apr	Rat
15777859	2005 Apr	Rat
15764839	2005 Mar	Rat
15758487	2001 Jun	Rat
15758375	2002 Dec	Rat
15740638	2005 Feb	Rat
15707241	2005 Feb	Rat
15704860	2005 Jan	Rat
15649670	2005 Jan	Rat
15638411	2004	Rat
15619570	2005 Jan 15	Rat
15601778	2004 Dec 28	Rat
15579310	2004 Nov	Rat
15569620	2005 Jan 1	Rat
15494188	2004 Nov	Rat
15488329	2004 Nov 11	Rat
15450531	2004 Oct	Rat
15450527	2004 Oct	Rat
15385784	2004 Oct	Rat
15375755	2004 Oct	Rat
15356403	2004 Sep-Oct	Rat
15325638	2004 Sep	Rat
15299219	2004	Rat
15299211	2004	Rat
15288135	2004 Sep	Rat
15261284	2004 Aug 16	Rat
15240824	2004 Nov	Rat
15232785	2004 May	Rat
15231019	2004 Aug	Rat
15212191	2004	Rat
15124255	2004 May	Rat
15107580	2004 Apr	Rat
15077302	2004 Apr	Rat
15059281	2004	Rat
15035799	2003	Rat
15023380	2004 Apr	Rat
15013079	2004 Mar	Rat
14984289	2004 Jan	Rat
14972338	2004 Mar	Rat
14972336	2004 Mar	Rat
14872496	2004 Feb	Rat
14730630	2004 Jan	Rat
14677373	2003	Rat
14665748	2003 Nov	Rat
14660436	2004 Jan	Rat
14652478	2003 Dec 1	Rat
14614855	2003 Nov	Rat
14613274	2003 Nov	Rat
14609535	2003 Nov	Rat
14585729	2003 Nov-Dec	Rat
14566965	2003 Dec	Rat
14564447	2003 Nov	Rat
14528519	2003 Oct	Rat
12954235	2003 Sep	Rat
12932294	2003	Rat
12921731	2003 Aug-Oct	Rat
12773042	2003 Jun 5	Rat
12773041	2003 Jun 5	Rat
12768483	2003	Rat
12738249	2003 Apr	Rat
12709548	2003 May	Rat
12659680	2003 Mar 1	Rat
12658748	2002	Rat
12604692	2003 Mar	Rat
12555930	2003 Jan	Rat
12554128	2003 Feb	Rat
12505483	2003 Jan	Rat
12479386	2002 Aug	Rat
12472238	2002 Nov	Rat
12435393	2002 Nov 22	Rat
12415421	2003 Feb	Rat
12384917	2002 Oct	Rat
12364566	2002 Oct	Rat
12359164	2002 Oct	Rat
12271357	2002 Sep	Rat
24387059	2002 Sep	Rat
12202119	2002 Sep	Rat
12127833	2002 Jul	Rat
12126975	2002 Jul 12	Rat
12076275	2002 Mar	Rat
12073103	2002	Rat
12029492	2002 May	Rat
12028657	2002 Jan-Feb	Rat
11924812	2001 Dec	Rat
11869073	2002 Feb	Rat
11795995	2001 Nov	Rat
11810482	2000	Rat
11801247	2002 Jan 16	Rat
11734496	2001 Nov-Dec	Rat
11717181	2001 Dec	Rat
11716368	2001 Sep	Rat
11677139	2001 Nov 19	Rat
11603728	2001 Oct	Rat
11597174	2001 Oct	Rat
11586092	2001 Oct	Rat
11482525	2001	Rat
11465708	2001 Jul	Rat
11426673	2001 Mar	Rat
11404353	2001 Sep 7	Rat
11399094	2001 May	Rat
11337721	2001 May	Rat
11352397	2001 Jan	Rat
11352238	2001 May	Rat
11334975	2001 Jun 1	Rat
11332442	2001 Mar-Apr	Rat
11326333	2001 Jun	Rat
11296547	2001	Rat
11256237	2000 Oct	Rat
11237665	2001 Feb	Rat
11229466	2001 Feb	Rat
11186168	2000	Rat
11172466	2001 Jan	Rat
11150165	2000 Dec 28	Rat
11069730	2000 Nov	Rat
11014364	2000 Sep	Rat
11005733	2000 Jul	Rat
10966845	2000 Sep	Rat
10947127	2000 Aug	Rat
10914859	2000 Jul	Rat
10912189	2000	Rat
10903877	2000 Jul	Rat
10903334	2000 Jul	Rat
10806052	2000 May	Rat
10777108	2000 Mar	Rat
10761541	1999	Rat
10724258	2000 Mar	Rat
10560695	1999 Nov 6	Rat
10507084	1999	Rat
10506917	1999 Oct	Rat
10499542	1999 Oct	Rat
10442204	1999 Jul	Rat
10432320	1999 Aug 15	Rat
10419787	1999 Jul	Rat
10419774	1999 Jul	Rat
10411562	1999 Aug	Rat
10395320	1999 Jul	Rat
10385960	1998 Nov	Rat
10367688	1999 Jan-Feb	Rat
10367020	1999 Jan	Rat
10358204	1999 Jun 15	Rat
10211877	1999 Apr	Rat
10197164	1998 Sep	Rat
10100939	1998 Dec	Rat
10090708	1999 Apr	Rat
10080088	1999 Feb	Rat
10068027	1999 Jan	Rat
9877401	1998 Nov	Rat
9876396	1998 Jul	Rat
9817766	1998 Nov 16	Rat
9779827	1998 Nov 1	Rat
9743814	1998 May	Rat
9639100	1998 May	Rat
9616440	1998 Jan	Rat
9616435	1998 Jan	Rat
9542746	1998	Rat
9588741	1998 May	Rat
9587990	1998 Mar	Rat
9512498	1998 Apr 1	Rat
9502411	1998 Mar	Rat
9496714	1998	Rat
9425864	1997 Nov	Rat
9324022	1997 Sep	Rat
9333186	1997 Nov	Rat
9330942	1997 Oct	Rat
9286753	1997 Sep	Rat
9486003	1997 Jul	Rat
9192516	1997 Jul	Rat
9179398	1997 Jun	Rat
9135032	1997 Apr 25	Rat
9090810	1997 Jan-Feb	Rat
9002024	1997 Jan	Rat
8979155	1996 Dec	Rat
8854249	1996 Aug	Rat
8702386	1996 Jul 16	Rat
8866331	1996 Jul	Rat
8971960	1996 Jun	Rat
8822753	1996 Jun	Rat
8852575	1996 Mar	Rat
8731391	1996 Mar	Rat
8868297	1996 Feb	Rat
8835244	1995 Nov-Dec	Rat
7564266	1995 Sep	Rat
7575762	1995 Aug	Rat
7741786	1995 Mar	Rat
18475625	1995	Rat
8834624	1995	Rat
11550711	1994 Dec	Rat
7890989	1994 Dec	Rat
7889887	1994 Nov	Rat
7863819	1994 Nov	Rat
7703601	1994 Nov-Dec	Rat
7799655	1994 Sep	Rat
7955604	1994 Jul-Aug	Rat
8185693	1994 May	Rat
7942329	1994 May	Rat
7504102	1993 Nov	Rat
29539753	1993 Aug	Rat
8366806	1993 Aug	Rat
8335947	1993 Aug 1	Rat
8210489	1993 Jul 2	Rat
8334078	1993 Jun	Rat
8436117	1993 Feb 1	Rat
7679410	1993 Feb	Rat
1418050	1992 Jun	Rat
1406451	1992 Jun	Rat
1351318	1992 Apr	Rat
1542136	1992 Feb	Rat
1729286	1992 Jan	Rat
1574936	1992 Jan-Feb	Rat
2065530	1991 Mar	Rat
2061382	1991 Jan 18	Rat
1800463	1991	Rat
1700613	1990 Nov	Rat
2222532	1990 Oct	Rat
2388113	1990 Sep	Rat
1697163	1990 Aug 1	Rat
2355296	1990 Jul	Rat
1691192	1990 Apr	Rat
2338011	1990 Mar-Apr	Rat
2349820	1990	Rat
2596570	1989 Dec	Rat
2610713	1989 Oct	Rat
2663990	1989 Aug 15	Rat
2503282	1989 May-Jun	Rat
2805684	1989	Rat
2479078	1989	Rat
3246890	1988 Dec	Rat
3230567	1988 Dec	Rat
3263891	1988 Apr	Rat
3238371	1988	Rat
3120585	1987 Nov 20	Rat
3625668	1987 May	Rat
3625661	1987 May	Rat
3602982	1987 Jan	Rat
3443045	1987	Rat
3489227	1986 Jun	Rat
2424461	1986 Jun	Rat
3643734	1986	Rat
3634905	1986 Jan	Rat
3089703	1986 Jan	Rat
3927297	1985 Aug	Rat
3976132	1985 Jan	Rat
3915304	1985	Rat
3161266	1985	Rat
6418269	1983 Dec 24-31	Rat
6309452	1983 Sep	Rat
6859071	1983 Jun 14	Rat
6421098	1983	Rat
7086778	1982 Jan-Feb	Rat
7449226	1980 Nov-Dec	Rat
7435863	1980 Jul-Oct	Rat
389957	1979 Aug	Rat
157389	1979 Jun	Rat
472897	1979 May-Jun	Rat
594372	1977 Oct	Rat
893514	1977 Aug	Rat
225927	1977 Jan-Jun	Rat
60309	1976 Jul	Rat
55584	1976 Feb 7	Rat
1163	1975 Dec 15	Rat
1173774	1975 Feb	Rat
4445161	1974 Dec	Rat
4612458	1974 Sep	Rat
4838410	1974 May	Rat
4458065	1974 Winter	Rat
4716984	1973 Jul 17	Rat
4701753	1973 Apr	Rat
4571334	1973 Apr	Rat
4637158	1972 Nov 18	Rat
4562192	1972 Sep	Rat
4555919	1972 Apr 15	Rat
4251203	1970 Oct	Rat
4317014	1970 Jul	Rat
5464072	1970	Rat
5360889	1969 Jun	Rat
5793012	1969 May-Jun	Rat
5788905	1969 Apr	Rat
5775679	1969 Mar	Rat
5723015	1968 Nov	Rat
5680988	1968 Oct	Rat
5726902	1968 Aug	Rat
6023697	1967 Mar	Rat
5634151	1967	Rat
5953958	1966 Dec	Rat
5825185	1965 Jul	Rat
5889070	1964 May-Jun	Rat
14121998	1963 Dec	Rat
13354102	1956 Aug	Rat
41096604	2025 Sep 24	Pig
41090753	2025 Sep 29	Pig
41053921	2025 Oct 6	Pig
40887495	2025 Sep	Pig
40873115	2025 Oct	Pig
40682489	2025 Aug	Pig
40620809	2025 Jun 20	Pig
40576853	2025 Sep	Pig
40451465	2025 Jun	Pig
40417960	2025 Jul	Pig
40380984	2025 May	Pig
40362332	2025 Apr 25	Pig
40330124	2025	Pig
40279225	2025 Aug	Pig
40215904	2025 Aug	Pig
40192639	2025 Jun 1	Pig
40097127	2025 May 1	Pig
39877352	2024	Pig
39859238	2025 Jan 9	Pig
39859204	2025 Jan 9	Pig
39786670	2025 Jun	Pig
39656450	2024 Dec	Pig
39547683	2025 May	Pig
39522937	2025 Feb	Pig
39402141	2024 Sep	Pig
39337510	2024 Sep 18	Pig
39214071	2024 Sep	Pig
39168422	2024 Oct 1	Pig
39145819	2024 Dec	Pig
39049016	2024 Jul 24	Pig
38959010	2024 Jul 15	Pig
38948372	2024 Jul	Pig
38935473	2024 Nov	Pig
38911554	2024 Jun 10	Pig
38891860	2024 May 23	Pig
38856671	2024 Jul 9	Pig
38782253	2024 Aug	Pig
38685793	2024 Sep	Pig
38600329	2024 Apr 10	Pig
38477444	2024 May	Pig
38460961	2024 Aug	Pig
38422741	2024 Mar	Pig
38414083	2024 Feb 27	Pig
38396667	2024 Feb 6	Pig
38309412	2024 Apr	Pig
38262159	2024 Feb 15	Pig
38049518	2023 Dec 4	Pig
38044413	2024 Mar	Pig
38032446	2023 Nov 30	Pig
37939310	2024 Mar	Pig
37759816	2023 Sep 20	Pig
37742942	2023 Dec	Pig
37689763	2023 Sep 9	Pig
37683603	2023 Sep 7	Pig
37634465	2023 Oct	Pig
37550401	2024 Jun	Pig
37509451	2023 Jun 24	Pig
37493273	2023 Sep	Pig
37406483	2023 Aug	Pig
37255448	2023 Aug 1	Pig
37242647	2023 May 4	Pig
37182454	2023 Jul	Pig
37134114	2023	Pig
36943891	2023 Jul	Pig
36915787	2023	Pig
36866819	2023 Sep	Pig
36696941	2023 Jun	Pig
36662701	2023	Pig
36578046	2022 Dec 28	Pig
36562983	2023 Feb	Pig
36555507	2022 Dec 14	Pig
36542910	2023 Jan	Pig
36503422	2022 Dec 12	Pig
36484319	2023 Mar	Pig
36481450	2023 Apr	Pig
36453529	2023 Jul	Pig
36449506	2022	Pig
36446911	2023 May	Pig
36342311	2022 Nov	Pig
36300544	2022 Dec	Pig
36299602	2022	Pig
36259633	2022 Nov	Pig
36229661	2022 Oct	Pig
36182100	2022 Dec	Pig
36169308	2022 Oct	Pig
36168980	2022 Nov	Pig
36133821	2022	Pig
36122497	2022 Nov	Pig
36113725	2022 Nov	Pig
36053429	2022 Oct	Pig
36037705	2022 Oct	Pig
36030381	2023 Apr	Pig
36030059	2022 Nov	Pig
35938491	2022 Nov	Pig
35840018	2022 Oct	Pig
